,logFC,P.Value,adj.P.Val
Sh3d19,-0.10942735,0.3826174704146069,0.77417810104731
Cdkl4,-1.4414042,0.3590673296173238,0.7500775438699255
Ruvbl1,-0.1030349,0.3825866896815734,0.77417810104731
Btnl6,-0.93649495,0.35889743991493694,0.7500183983381123
Gnpnat1,-0.08719451,0.3823409801183223,0.7737968494321407
Gm7854,-0.56408244,0.35870285063247576,0.7497009032070048
Aldh16a1,-0.10809754,0.3821170716146294,0.7734327688878003
Shb,-0.18042488,0.3584942674769642,0.749354081405102
Snx7,-0.09054391,0.38206957526671204,0.7734257166411623
Angel2,-0.094516754,0.3584632335416438,0.749354081405102
Elp5,-0.0964485,0.38189178403417934,0.7731548756719624
Ppp1r3e,-0.28972983,0.35843319470651136,0.749354081405102
Sh3d21,-0.39243796,0.3812799349680239,0.7723610717225458
Pms2,-0.20247488,0.358336371053412,0.7492914146265599
Atraid,-0.07336493,0.3808640992785708,0.7717856107728694
Fsbp,-0.4904166,0.358230720875481,0.7492488048018124
Gprin1,-1.653698,0.380921002729004,0.7718119198612691
Gm6288,-1.4778243,0.35816309556776527,0.7492488048018124
Ddit4l,-0.7493655,0.38075183786800804,0.7717856107728694
Lag3,-1.0732005,0.3581226861652729,0.7492488048018124
Chrm1,-0.18595365,0.38061421679050234,0.7716351674734077
Osbpl6,-0.16133326,0.3580832059643929,0.7492488048018124
Arfgap1,-0.12520362,0.3804784264786846,0.7714488737175406
2610524H06Rik,-0.30322897,0.3579554739758698,0.7492488048018124
Dgat2,-0.17371511,0.3799825143984237,0.7707991141086805
Vdac3-ps1,-0.3142608,0.3578102376755703,0.7492488048018124
Efnb3,-0.6049108,0.3799311253362997,0.770783845016716
Tubgcp2,-0.19383797,0.3576881989730112,0.7490948302410589
Fabp3-ps1,-0.7755512,0.3798519768979317,0.770783845016716
Bco2,-0.1977577,0.3575256500496212,0.7488436529585213
1810055G02Rik,-0.18164556,0.3790060354392919,0.7694400486107529
Tcf7,-0.3376655,0.3571488691692182,0.7481436497688247
Yjefn3,-0.65472287,0.3789042989073097,0.7693223852915255
Urb2,-0.2539231,0.3570447888664655,0.7480147919349545
Lancl1,-0.15661198,0.3787223300749655,0.7691306490705383
D630045J12Rik,-0.86405367,0.356887562470087,0.7477745481443709
Mrpl14,-0.050511442,0.3786703241780476,0.7691139166413349
Phlpp1,-0.19206785,0.356662610787409,0.747570617768027
Lsm1,-0.08677801,0.37853664540061793,0.7691139166413349
Lbhd1,-0.30273235,0.35664526364485605,0.747570617768027
Gkn3,-0.1511113,0.3784791760147638,0.7691139166413349
Maml1,-0.25076586,0.35655442106922364,0.747570617768027
Gm15956,-1.6593995,0.3783690379102912,0.7691139166413349
Chmp5,-0.080077834,0.3562785971176561,0.7473005236510588
Slc2a1,-0.1896767,0.3781882443246062,0.7688537054795689
Gmpr,-0.61460096,0.35617189324711407,0.7472550955147488
Bahd1,-0.22592473,0.3781239170350229,0.7688537054795689
Tas1r3,-0.77605236,0.35611601427419515,0.7472550955147488
Tmem261,-0.066497244,0.3780837535405971,0.7688537054795689
Dusp4,-0.5048582,0.3557436232580189,0.7468023762409707
Trmt44,-0.3117705,0.3776882038090493,0.7686293926504254
Trmt11,-0.1870407,0.3556441801330613,0.7466828169030211
Zc4h2,-1.6704012,0.37765680382596967,0.7686293926504254
Gm20390,-0.63347936,0.35542521092898605,0.7464041033760072
Krt35,-0.9998972,0.37754156089021873,0.7685936310658077
Gm16794,-0.8676836,0.35488260939293303,0.7457967106986381
Elmo2,-0.23496802,0.3773477364380705,0.7682924078816143
Zfp622,-0.10224962,0.3547627689135743,0.7456340315893124
Slco2b1,-0.15951814,0.37719662497202555,0.7680737300849831
Swap70,-0.18036023,0.3547458957850198,0.7456340315893124
Map3k6,-0.38151315,0.3771394981873123,0.7680464018595016
Dmkn,-0.95921975,0.35454378123214136,0.7456063147745485
Gatc,-0.14566901,0.3769030469781123,0.7676538299196067
Cadps2,-0.16926059,0.35444551580280514,0.7456063147745485
Taf1b,-0.28513235,0.37677964129184793,0.7674914380922272
Serpina9,-0.2847663,0.3542332876724169,0.7454127127610325
Enkd1,-0.2557245,0.3767537343320486,0.7674914380922272
Cd46,-0.52773374,0.35401561434657713,0.7451956482913994
Stx1b,-1.009944,0.3767727396739661,0.7674914380922272
Gvin1,-1.0295837,0.35397365437858563,0.7451956482913994
Gcn1l1,-0.1052533,0.3765232980617851,0.7672360757003419
Eps15,-0.13197649,0.353988717593128,0.7451956482913994
Tns2,-0.33659708,0.3762425402992662,0.7669307691310758
Pls1,-0.09695014,0.3537726562963154,0.745033637417658
Dclre1b,-0.23488212,0.37620413172112976,0.7669307691310758
Amhr2,-0.596965,0.35339889627620025,0.7444592189237194
Osbpl2,-0.1211472,0.3761172279037953,0.7668532365649605
Yap1,-0.12498211,0.3533813969935904,0.7444592189237194
Pea15a,-0.49715823,0.37610539997904036,0.7668532365649605
Csrp1,-0.11904547,0.3533388815675307,0.7444592189237194
Prim1,-0.1154255,0.37586279035134684,0.7667792912519408
Prr14l,-0.19781788,0.3530278959768901,0.7442002816659689
Pawr,-0.16636439,0.37574931759130725,0.7667188088386775
Nicn1,-0.27689654,0.3526487069789124,0.7437704906073485
Trmt5,-0.28210333,0.3756209200483095,0.7665528310311164
Tbc1d20,-0.12403332,0.3520635605614585,0.7428038119517961
Gal3st2,-0.15012483,0.3754460179515179,0.7664143980506032
Rc3h1,-0.13270506,0.35197236684567434,0.7427005766785585
Ggt7,-1.7619288,0.3755094728968129,0.7664143980506032
Mlkl,-0.29517868,0.3513843418592967,0.7415488218438118
Mras,-0.55495644,0.37522932156348865,0.7661095466289283
Sgms1,-0.15883195,0.3513603019247665,0.7415488218438118
Pxmp2,-0.1457833,0.37510668148058013,0.766037154405373
Fam133b,-0.11476909,0.3512254719589597,0.7415488218438118
Elovl1,-0.09287235,0.37509825290187016,0.766037154405373
Tpbgl,-1.0971198,0.3511462048571007,0.741491499393635
Qsox2,-0.14355315,0.3749235534291311,0.7659302027912254
Clic1,-0.05729845,0.3508827014787783,0.741113186669059
Tbx3os2,-1.7395003,0.37507780190070616,0.766037154405373
Map1lc3b,-0.06028743,0.3507577675938093,0.740938363977162
Vrk1,-0.12801854,0.3748172367443917,0.7658910815475809
Slc25a32,-0.24176031,0.3503869014007239,0.7404219598743292
Nfe2,-1.6784151,0.3747478030403213,0.7658382536140907
Ctu1,-0.22427729,0.35033631262078413,0.740404091603733
Plekho1,-0.6708012,0.37449905904597003,0.7654189305204502
Spg11,-0.22099349,0.35018056777454065,0.7401639544746215
Gm12728,-1.2578336,0.37446839015037947,0.7654189305204502
C130013H08Rik,-0.47719476,0.35013090383893797,0.7401480059138286
Coprs,-0.12565564,0.37429931600155253,0.7651886784661799
D930020B18Rik,-0.62689555,0.34986442346740676,0.7398516863529169
Cables2,-0.16017176,0.3742256316981163,0.7651886784661799
Arid3a,-0.48865297,0.349799411697132,0.7398032328503672
Sdr39u1,-0.15445775,0.3741330797364941,0.7651886784661799
Dhx34,-0.28341892,0.3497100109671325,0.7397101724647748
2810425M01Rik,-1.6790512,0.37417456711390285,0.7651886784661799
Tmem125,-0.2164054,0.349562536040968,0.7396583318299736
Bcar3,-0.12994051,0.37391301150683864,0.7650219293526226
Sfxn2,-0.2376629,0.3490554526143431,0.7389412683763223
Lysmd2,-0.18390872,0.3738213364215428,0.764976694482807
Srgap3,-0.91276157,0.3490148355392807,0.7389412683763223
Slc39a11,-0.09605537,0.3737989843267482,0.764976694482807
Ccdc127,-0.13976401,0.3490149157076665,0.7389412683763223
Msh6,-0.1543649,0.37374633290611603,0.764976694482807
9230105E05Rik,-0.30569124,0.3488721198915571,0.7388201690593315
Mei4,-1.6913539,0.3738473710930602,0.764976694482807
Sult1c2,-0.29291448,0.3486197384905587,0.7387127294678989
Med30,-0.11032256,0.3736731889800531,0.764976694482807
Vps13c,-0.26159424,0.34820720683307527,0.7381236725787251
E130309D02Rik,-0.13771169,0.3735815742543188,0.7649672575589774
Trim41,-0.15094568,0.3481916739914218,0.7381236725787251
Nrtn,-0.15870064,0.37353379324508684,0.7649585536296365
Lrrcc1,-0.20044805,0.34809733253293673,0.7381080167713232
Znrf1,-0.19420011,0.3733994164354729,0.7647940223917652
Ppcdc,-0.16399278,0.3477862268335047,0.7376762056904258
Stxbp5,-0.17391181,0.3731705910007229,0.7646603073292565
Larp4b,-0.06361789,0.3472191655255521,0.7367402071698295
Ddx20,-0.17916611,0.3730408308160974,0.7645831374143485
Tff2,-0.7239799,0.34703428457332,0.7364368413001995
Lypd1,-0.7283849,0.3730382923579799,0.7645831374143485
Dgkz,-0.09592137,0.34693188587460644,0.7363084577867703
Slu7,-0.11954846,0.3729849995277078,0.7645831374143485
Itgb1,-0.09481756,0.34625047510259954,0.7353062959490008
Zfp128,-1.0945228,0.3730519992763016,0.7645831374143485
Wfdc3,-1.0332822,0.3461771771899276,0.7352394893350975
Plcg1,-0.3384319,0.3725874637753187,0.7643567010184071
Dcp1b,-0.2242656,0.3458197114482211,0.7346578565376679
Triap1,-0.084092036,0.3723663228649646,0.7642679051528495
Ttc32,-0.11708782,0.3457600810516862,0.7346199860139381
Prdm10,-0.3716289,0.3722019794240844,0.7642679051528495
Sf3a2,-0.13706861,0.34557334090557357,0.7344896371230824
Ooep,-1.9019105,0.3720175570858715,0.7642679051528495
Zfp426,-0.26408446,0.34544166485815997,0.7343874155035621
C1qtnf1,-1.6885442,0.3719179541622748,0.7642679051528495
9330160F10Rik,-0.5235352,0.3454112948460859,0.7343874155035621
Mical3,-0.25431317,0.3717589531837159,0.7642679051528495
Pla2g15,-0.4623619,0.3453847214034297,0.7343874155035621
Perp,-0.06780399,0.3713067834029061,0.7636907894123677
Zfp775,-0.4744503,0.3453045927658065,0.7343874155035621
Tonsl,-0.061350226,0.3712329563005001,0.7636283203872982
Sbsn,-0.3065238,0.34527388660740765,0.7343874155035621
Mob2,-0.09110338,0.37115146732743276,0.7635500743789483
Cyp2u1,-0.21228829,0.34525895244935234,0.7343874155035621
Cct8,-0.061234765,0.3705524719886675,0.7627642720225903
Rdh12,-0.9415556,0.3451635820652347,0.7343874155035621
Mrpl33,-0.05408657,0.36993028732296174,0.7620190996514368
Syk,-0.22924003,0.34466084837751454,0.7337038265945564
Gpd1l,-0.112453185,0.36984781817759427,0.7619871872764006
Snx30,-0.38959265,0.34462013467667696,0.7337038265945564
Lsm8,-0.07623413,0.36979486050971555,0.7619871872764006
Acss2,-0.14013328,0.3446252063483799,0.7337038265945564
Gm26909,-0.92013973,0.369871433873994,0.7619871872764006
Prpf38b,-0.078846395,0.34441011830347845,0.7335715995597931
Hcfc1,-0.110512264,0.3694495053567962,0.7617430667177026
Avil,-0.46269032,0.3441800048768652,0.7333020399734665
Traf7,-0.1067536,0.3694360581705548,0.7617430667177026
Ssh2,-0.14040424,0.3438680393020104,0.7327262100950925
Usp8,-0.13602401,0.36876175171090164,0.7610393732020757
Ell3,-0.7594043,0.3437811476979481,0.7326298943119138
Wdr61,-0.07935954,0.36872750344387595,0.7610393732020757
Ralgapa1,-0.16026893,0.34375170220154727,0.7326298943119138
Ccdc39,-1.7043002,0.36885007764856015,0.7610429041350414
Dhx37,-0.28142923,0.34369004901260736,0.7326134438741568
Amd2,-0.5986895,0.3684109212569542,0.7604939644365624
Tcn2,-0.11247276,0.34356568026749457,0.7326134438741568
Sp3,-0.12764913,0.36809233255343854,0.7601041786088808
Fam188b,-1.3675199,0.3427844766465582,0.7315705134940451
Trib1,-0.1420492,0.3679580432613492,0.7599161704350322
Usp27x,-0.8420756,0.3423837183769307,0.731336949439383
Greb1,-0.18423167,0.3674994565753046,0.7593260376717023
Hmx3,-1.5066617,0.34231717614512047,0.7313062650046162
Gm26812,-1.7306426,0.3675660619507355,0.7593743718152216
Cd274,-1.107712,0.34168230365976704,0.7305491084332749
Ap4s1,-0.13414721,0.3670923106543936,0.7585875062812969
Wac,-0.10396271,0.3416444883072568,0.7305491084332749
Dbt,-0.14388295,0.3668657120708656,0.7584442649377333
Hoxa3,-0.6708715,0.34113181840552664,0.7299984843569219
Morc1,-1.7479948,0.3670034053519232,0.7585686711655313
Appl1,-0.18978871,0.3404106944520403,0.7290511542823496
Slc38a1,-0.09043202,0.3668152933523764,0.7584442649377333
Uhmk1,-0.14112566,0.3401002009452837,0.7286735956122251
Hddc2,-0.10264516,0.3666478266416535,0.758190428050574
Hoxb7,-0.28417173,0.33964130676408444,0.728223119053838
Rnaseh2b,-0.10710467,0.36651794072116806,0.7580110359295147
Slc26a2,-0.099667706,0.33944774157345026,0.7279857411118186
Oasl1,-0.3235278,0.3660028304945331,0.7573022183304403
Zfp963,-0.39153042,0.3391276552216954,0.7273880489699565
Irf2bpl,-0.18279755,0.3658431248513556,0.7570609082681197
Ifnar2,-0.28595695,0.3389807705514706,0.7271949499062729
Esrra,-0.09807368,0.36579423247856524,0.7570488808557092
Abhd14b,-0.102639966,0.33865442289432834,0.7268165820129497
Fam173a,-0.07179419,0.3653846152678195,0.7562902054300815
Ankzf1,-0.18351409,0.33860752719901355,0.7268165820129497
Rnf186,-0.068221815,0.36520653603216335,0.7560997240449112
Cetn2,-0.11591952,0.3386085698691895,0.7268165820129497
Clpp,-0.074678406,0.36517742107275575,0.7560997240449112
Slc25a1,-0.09546551,0.33847042620813794,0.726776735063002
Gtpbp10,-0.16752794,0.3651604547347753,0.7560997240449112
Aldh3a2,-0.12749374,0.3383478143122709,0.7267222739211051
Ccdc88b,-1.294344,0.36511925957940006,0.7560997240449112
Gm12802,-0.95934415,0.33825635746498894,0.7267222739211051
Lect1,-1.7246615,0.3651225928165709,0.7560997240449112
Zfp697,-0.35808545,0.3380222405366904,0.7264357139478123
Zfp597,-0.36575916,0.36497409245973345,0.7560638602846748
Trim47,-0.36104858,0.3375956408094499,0.7258739992590804
Trip4,-0.18561,0.3645939537588653,0.7556326865673475
Slc40a1,-0.39352286,0.3372921262962504,0.7255765130865477
Hyal1,-0.27275258,0.36456114196404743,0.7556326865673475
Gstm7,-0.2808363,0.33726406771705497,0.7255765130865477
Slc16a7,-0.8611482,0.36438494087606443,0.7554667963679896
Eif2b2,-0.111770205,0.3371024438811745,0.7254008197318133
Plod1,-0.48287085,0.3643712440912522,0.7554667963679896
Art5,-0.89708704,0.336810558263248,0.7249843141058375
Tsen34,-0.07987347,0.36413250230751903,0.7552102048349899
Hivep2,-0.31862682,0.3367080875397598,0.724906002372568
Nhlrc3,-0.1863135,0.364108274342151,0.7552102048349899
Slc34a1,-0.63532406,0.33653093472983797,0.7246710557299382
Mkks,-0.080270864,0.3640803163408064,0.7552102048349899
Zfp12,-0.31390148,0.3362232160140213,0.7243945982298836
Trp53i13,-0.2926087,0.363884996084193,0.7550538477019156
Fbxo11,-0.16418333,0.3361870551961381,0.7243945982298836
A230046K03Rik,-0.20500794,0.3638025041727595,0.7549718240231345
Rbp4,-0.59266365,0.33585488075703285,0.7240404920553962
Bfar,-0.10558235,0.3637714536361908,0.7549718240231345
Pls3,-0.2957715,0.3358367738019089,0.7240404920553962
Kpna1,-0.14003035,0.3636099599977559,0.7549718240231345
Zfp346,-0.40224332,0.33579569313897994,0.7240404920553962
Gm17259,-0.33644816,0.36359703971607427,0.7549718240231345
Otud4,-0.14129394,0.3353477077173961,0.7238477349622553
Foxn3,-0.146985,0.36347419226599986,0.7549145468254835
Guf1,-0.1657478,0.33527225214874,0.7238008952100502
Ing4,-0.10897309,0.36335675249307864,0.754849061539292
Hk1os,-0.803211,0.3350445786051771,0.7235760574940122
Zfat,-0.58946717,0.36307033194517946,0.7546108744260956
Zfp799,-0.33154258,0.3346777918971202,0.7230831954762323
Tap1,-0.2046951,0.36249493295418034,0.7537372143039697
Rnf39,-0.861211,0.3346185294383742,0.7230831954762323
Slc35g2,-0.27404988,0.36245686174043,0.7537372143039697
4930515G01Rik,-0.5080731,0.33462111870635103,0.7230831954762323
Dixdc1,-1.0613703,0.3622442538027807,0.7535177878878154
Mgrn1,-0.165427,0.33452060943177464,0.7230831954762323
Wdr46,-0.120627485,0.3616944330989944,0.7525522463709009
Ap3m1,-0.12689938,0.33391363413441755,0.7223764979249193
Fam178b,-1.8419892,0.3614888273134479,0.7523917046522823
Irak3,-0.3008047,0.3338160712552075,0.7223432853303486
Rab42,-0.71710336,0.36134206342238107,0.7521753234448593
2410018L13Rik,-1.377143,0.3336671436147146,0.7221988809879764
Dcun1d4,-0.23684293,0.3609726120131781,0.7519406959349904
Ptprd,-0.16180713,0.3335698836301827,0.7221988809879764
Gdf15,-0.45923814,0.36060416544764295,0.7517004835682027
Tomm6,-0.10358504,0.33333130118301457,0.7218275977435754
Itga7,-1.2949184,0.360675383308517,0.7517004835682027
Fam76b,-0.16896619,0.33328735998667447,0.721821392290588
Exo1,-0.1991296,0.3604292186221586,0.7516106157407373
2010107G23Rik,-0.12673838,0.3331315760370036,0.7217064222182442
Cul5,-0.118604206,0.36040437766666356,0.7516106157407373
Oxld1,-0.13132752,0.3331245592200869,0.7217064222182442
Zc3h10,-0.20891388,0.3603858496817687,0.7516106157407373
Chst15,-0.41529855,0.33281465766730045,0.7213209222176701
Srebf2,-0.11870771,0.36035655135476474,0.7516106157407373
RP23-465D7.3,-0.80232376,0.33275018782139953,0.7213209222176701
Kcnh6,-1.027743,0.36013630260539353,0.7515348825180597
Ebpl,-0.12695767,0.33274730258826624,0.7213209222176701
Gtf3a,-0.08589182,0.35993544468850547,0.751383412866608
Ppp1r12c,-0.19087306,0.33269577983069476,0.7213209222176701
Phykpl,-0.21779348,0.3597482706717171,0.7511711454983465
Heph,-0.16397984,0.3323419240645855,0.721106881292377
Thoc5,-0.15023181,0.35931843054186363,0.7503627783615175
Avl9,-0.16191375,0.33217186955427225,0.7209159273406479
Blmh,-0.09388242,0.3591391597405994,0.7500775438699255
Arf2,-0.2766966,0.3321097617579214,0.7208701634599743
Gm15293,-0.39556167,0.35896492235445143,0.7500702236069887
Gm9945,-1.6024935,0.331465417418639,0.7200941748420996
Vps13a,-0.16364518,0.35830940820983503,0.7492914146265599
Afg3l2,-0.09956352,0.33143069806193626,0.7200941748420996
Hmgn5,-0.06851278,0.3581942282030127,0.7492488048018124
Prlh,-1.3833222,0.33128529721343447,0.7200941748420996
Rfx6,-1.1003656,0.3581705926585038,0.7492488048018124
1810022K09Rik,-0.074084625,0.33117516198829844,0.7200867510047474
Mrps12,-0.055311758,0.3579955618040097,0.7492488048018124
Zfp598,-0.13003595,0.3311512226876461,0.7200867510047474
Nr2c1,-0.27733868,0.3578942405275618,0.7492488048018124
Tcf7l2,-0.109485835,0.33103732518690165,0.7200867510047474
N6amt2,-0.090289325,0.35785254716965886,0.7492488048018124
Ap2a1,-0.15762293,0.33055371000044476,0.7192694831398979
Klf13,-0.09116004,0.35688105266270354,0.7477745481443709
Apbb2,-0.1658554,0.33042917374621517,0.7191766002281693
2210011C24Rik,-0.14512877,0.35682383578647436,0.7477745481443709
Plcb3,-0.07982526,0.3298259197789982,0.7181193440060626
Tob1,-0.10509879,0.3566525320648757,0.747570617768027
Myef2,-0.19158883,0.32965471347243624,0.7181193440060626
Rnf181,-0.11635271,0.35659406003646066,0.747570617768027
Nuak2,-0.18642175,0.3295281892966013,0.7180159789843986
Rab35,-0.116206564,0.35643041049387614,0.7475297295153223
Hp1bp3,-0.09362124,0.3294790802459302,0.7179980006400957
Caap1,-0.15299912,0.35627090262848127,0.7473005236510588
Ptges2,-0.12163478,0.3294774954631856,0.7179980006400957
Abcg1,-0.9439347,0.35614496940769824,0.7472550955147488
Slc44a4,-0.16126698,0.3293218052939777,0.7178955521838241
Rad9a,-0.24338628,0.3560099577988558,0.7471829676817501
Zfp938,-0.23267265,0.32921798795619905,0.7177850747337824
Gsg2,-0.19983311,0.35582723082254,0.746888667850513
Zfp53,-0.25508007,0.3292106954861832,0.7177850747337824
Txnl4b,-0.3295528,0.35548134950545707,0.7464301296283185
Ctrb1,-0.6194688,0.32917354697849277,0.7177850747337824
Prkce,-0.2265567,0.35527133280746037,0.7462566497042196
Adi1,-0.13283032,0.32910312003029285,0.7177850747337824
Krt78,-1.8436738,0.3554264802282153,0.7464041033760072
Champ1,-0.2005354,0.3288825990257631,0.71767712811123
Lurap1l,-0.10417357,0.35518089526354146,0.7461558723808982
Ube2w,-0.16386163,0.32887572191545567,0.71767712811123
Psmc3ip,-0.19437717,0.3550020092807946,0.7458692382940464
Pou2f1,-0.18481857,0.3287757577148478,0.71767712811123
Neurog3,-0.64713144,0.3549444905004301,0.7458375620667294
Tbc1d25,-0.35972905,0.3287120413723723,0.7176750302923471
Gm15401,-0.74378,0.3546973497759759,0.7456340315893124
Cyp27b1,-1.5537717,0.3286538779790438,0.7176750302923471
Fbxw4,-0.22297738,0.3546094776219981,0.7456063147745485
C430042M11Rik,-0.34689283,0.3286148279277754,0.7176750302923471
Tet1,-0.6635808,0.3546222943655424,0.7456063147745485
Dnase1l2,-0.800051,0.3285932070202794,0.7176750302923471
Smarce1,-0.079984464,0.3544911984359901,0.7456063147745485
Appbp2os,-0.759595,0.3284085484610719,0.7175405637341411
Acot3,-1.7975547,0.3545849234122319,0.7456063147745485
Gm11496,-1.0171541,0.3283989227254671,0.7175405637341411
Ints5,-0.14637016,0.35427666642478417,0.7454147340855761
Ccdc129,-1.5472662,0.3284108607166718,0.7175405637341411
Nmrk1,-0.25284326,0.35414738228511,0.7453211914845794
Actb,-0.04995703,0.328206771299257,0.7175405637341411
Ewsr1,-0.07275511,0.354045323370221,0.7451956482913994
Tspan7,-0.12694901,0.32811027360891787,0.7175405637341411
Btbd10,-0.30025944,0.35379876539295263,0.745033637417658
Shc4,-1.3878645,0.3280220449364727,0.7175127015947256
Smarca4,-0.07468541,0.3535292300033056,0.7446445114285136
Spdef,-0.090854235,0.3280314712691075,0.7175127015947256
Csrnp2,-0.6868435,0.35337043697764114,0.7444592189237194
Smim10l2a,-0.9128586,0.3277998406800332,0.7173773505767705
6030443J06Rik,-0.71833247,0.35319517466964223,0.7443869998164575
Prdm16,-0.182656,0.32773422776879246,0.7173773505767705
Ovol1,-0.17081617,0.3530642319609163,0.7442002816659689
Adamts17,-0.5009022,0.32753310304220173,0.7170473676044115
Snai3,-0.7390859,0.35301559239243174,0.7442002816659689
Slco2a1,-0.69224846,0.32748801766110547,0.717037993316547
Dimt1,-0.19088028,0.3529102351446791,0.7441434559872145
Ccdc74a,-0.9444204,0.32729991219958166,0.7168047553692981
Uqcrc1,-0.0551465,0.3528179774216439,0.7440381995956497
Fut8,-0.096210405,0.3268848999892775,0.7161636139523219
Cwc15,-0.06756013,0.35250567385500675,0.7435580610555795
Limch1,-0.6624056,0.3266310141430605,0.7157858600244422
Egln3,-0.9376559,0.35210925979994734,0.7428110471145828
Cltc,-0.07179026,0.326401336058589,0.7154609802366951
6430550D23Rik,-0.78524846,0.3513611388541451,0.7415488218438118
Fam221a,-0.21172322,0.3260342773297251,0.7148347293219288
Stx11,-1.8630826,0.35126699110450765,0.7415488218438118
Olfm1,-0.8338419,0.3259265336418401,0.7147768595642151
Cx3cl1,-0.16988857,0.3510651300722287,0.7414093895877029
Zfp595,-0.38957003,0.32568346498856615,0.7145493184329418
Zfp2,-0.30438453,0.3505369375338443,0.7406499462885952
Tulp2,-1.402519,0.3256369594274938,0.7145493184329418
Wasf1,-1.3843176,0.35059688455659466,0.7406875513720892
Lamtor4,-0.058257528,0.32563694195088155,0.7145493184329418
Aplf,-0.23855919,0.35004965296799806,0.7400652732924242
Ipo8,-0.14403212,0.32511919808937195,0.7142258494768157
Tpm3,-0.0588838,0.34994579805958714,0.7399347261823035
Sco1,-0.20226832,0.32495240659928404,0.713977074414756
Acin1,-0.06877558,0.349713316612835,0.7397101724647748
1700016H13Rik,-1.4571024,0.32432697088663187,0.7129594520128574
Srr,-0.3276696,0.3496499977274241,0.7397101724647748
Tada3,-0.1605525,0.3242395453911895,0.7128564407806046
Ago2,-0.10020179,0.3492940600728144,0.739179253090025
Bod1l,-0.10087093,0.3242345242032949,0.7128564407806046
Tor1aip2,-0.09737054,0.34917655772069234,0.7390195891636429
Stxbp3,-0.13864186,0.32395729974737253,0.7125274630133528
Ubl4a,-0.08009505,0.3491138861937768,0.7389759482152782
Rfesd,-0.17312336,0.3236443154850931,0.7121714946180242
Zcrb1,-0.067982465,0.34885046773348616,0.7388201690593315
Atxn7l2,-0.44510657,0.323498375075959,0.712028675502233
Dock3,-0.7959926,0.3487931874430046,0.7388201690593315
Mterf4,-0.16859041,0.3227254235053254,0.710861602815127
Arrdc2,-0.3637084,0.3487189885035149,0.7387629638302914
1110046J04Rik,-0.99727076,0.3226567765260828,0.7107994902711362
Slc30a1,-0.27712205,0.3486532395269307,0.7387127294678989
Gm29571,-1.4083323,0.32258033520495966,0.7107201893877577
Ankrd37,-0.32582912,0.3484507242932192,0.7384617194892356
Pmpcb,-0.09793731,0.32243650359313347,0.7105593226142328
Proser2,-0.15630727,0.3482857199859337,0.7382010562432533
Vamp5,-0.4746132,0.32222882484601056,0.7103910599697583
Chfr,-0.15776742,0.34811581647986833,0.7381080167713232
Atg9a,-0.1925951,0.3220591410508484,0.7101951669828784
Dok7,-0.49239388,0.34785055056404535,0.7377235970386156
Zfp503,-0.22610018,0.3219569593083366,0.7100884145214317
Cyb5d2,-0.3400986,0.3475746881862938,0.7373165132179793
Prr14,-0.1573832,0.3218267184495571,0.7100884145214317
Ndufs1,-0.086998,0.3474500257943254,0.7371410483259302
Map2k6,-0.18064323,0.3215991486428186,0.709804300314023
Surf6,-0.18348825,0.3467836676112179,0.736082786680992
Cplx2,-0.52795243,0.32154617300107996,0.709804300314023
Atp5g3,-0.034325395,0.3467084383051394,0.7360120060807218
Cyth2,-0.12312183,0.3214594476368617,0.709804300314023
Lzts1,-1.2313964,0.3465252307519775,0.7357119584395917
Arsk,-0.37312648,0.3213703257173405,0.7097449709476968
Glyctk,-0.6678185,0.34635628816588704,0.735442128073844
Pate2,-0.6370439,0.32121081539655194,0.7095710444957395
Ccdc58,-0.0781083,0.3461262406803297,0.7352201652937791
Cdc23,-0.18931092,0.32096760366595145,0.7091229191880519
Smim4,-0.12310635,0.3456971914162551,0.734575180744601
Akna,-0.6390053,0.32060718338974986,0.7085047829109752
Wdr43,-0.09544775,0.34562906485928835,0.7345192353092603
Bbs7,-0.5405144,0.32059068077594843,0.7085047829109752
Trim30a,-0.65921175,0.34550933206565615,0.7344424207559908
Iqsec1,-0.27931705,0.3203586821106449,0.7083119175554055
Slc23a2,-0.29217753,0.34537923998809217,0.7343874155035621
Pcnx,-0.1503684,0.31997083625388234,0.7079754545204648
Usp32,-0.22793923,0.3452813453599608,0.7343874155035621
Ager,-0.83816886,0.31974096215565,0.707747566187333
Plcd1,-0.25768185,0.34478885625559763,0.7337985431730188
Zfr2,-0.3771448,0.3196540544856058,0.7076443309996915
Mfsd2b,-1.3594006,0.344746020346123,0.7337962470375993
Mocs1,-0.26470822,0.3194606068744768,0.707305183898851
Ppig,-0.06693131,0.34447350136956767,0.7335715995597931
Stard4,-0.08479581,0.31937043384451175,0.7071946363343756
Snap25,-1.348671,0.3444561215891555,0.7335715995597931
Rps6ka2,-1.4327445,0.31933273885971974,0.7071946363343756
Mrpl37,-0.091843255,0.3442350832953185,0.7333304786942213
Grk4,-0.8857678,0.31926814029235523,0.7071463359412098
Gm8186,-0.084754,0.34367910198368645,0.7326134438741568
Agpat4,-0.17983013,0.319075889718283,0.7069878464278637
Gm12454,-0.2261205,0.34367160286176934,0.7326134438741568
Csk,-0.10140355,0.3189115401782208,0.7068504287538826
Zmym3,-0.20336771,0.3433073259641365,0.73215286883104
Pik3ca,-0.15065466,0.318628298925333,0.70653061161071
